id,idade,curso,semestre,turno,experiencia_previa,distancia_km,tipo_instituicao,perfil_comportamental,feedback_entrevista,nota_prova_tecnica,churn
12830,18.067763968369846,4,5.989552699370434,2,1,17.269159682994648,0,1,3,9.925509428272687,0
12831,20.82367254712135,2,5.142814329902071,1,1,27.89017381985001,0,0,0,5.3883529013397204,0
12832,20.12012828167145,4,4.088646914708331,0,0,8.7310165537584,0,0,0,7.27791071578097,0
12833,23.980730741255677,1,1.9233073733933805,1,1,3.5673566634723564,1,0,0,4.503956237859215,0
12834,25.0,2,4.039107442160127,0,0,29.470635638541594,0,2,1,4.935432060634094,1
12835,19.921144999448234,3,2.064756026704677,1,0,6.86108308021901,0,1,3,9.98722501456679,0
12836,25.0,4,3.9497340383831285,1,0,20.53439769476434,1,2,2,5.519036668306773,1
12837,23.95474962237108,4,2.1281043720341133,0,0,20.910628420948484,0,2,0,9.22016494056283,0
12838,18.98347644914289,0,2.9896720284985245,2,1,2.13827462262973,0,3,3,5.096779373568839,0
12839,22.018503529288385,1,2.0575091799506486,2,0,5.307240981037477,0,1,2,8.34006724917392,1
12840,21.046202129030146,4,5.125731080635217,2,0,12.193637472659251,1,0,1,4.9413531052885356,0
12841,21.14680149433436,3,1.0,0,1,14.309926588293159,0,3,3,9.001783936567884,0
12842,22.924205849835605,0,6.987291594977821,0,1,19.756659065311638,1,1,2,9.071495507024443,1
12843,19.084341854564187,0,1.0,0,1,20.778426560119232,1,0,2,6.390392298701679,1
12844,22.897770564698316,0,4.109548779145432,0,1,27.460533247695572,0,2,1,9.36098725826761,1
12845,20.020884809593966,1,3.1245982519070097,0,1,18.43032917512618,0,2,2,4.805400893741107,1
12846,19.964894126927355,4,1.0,1,0,28.749036152884486,0,2,3,5.707201811648302,0
12847,18.085094815796396,4,6.997189912101939,2,1,6.655494613527113,1,1,0,8.328138885952589,0
12848,20.142726802285942,1,1.0,2,1,19.78452300990811,0,1,2,6.4739958868448,1
12849,18.945245632026175,1,8.0,2,0,17.701141442527845,1,3,1,9.295807179649639,1
12850,18.100100785114133,2,7.764382419214559,2,0,7.702167414023816,0,0,0,5.174276466762086,0
12851,22.007182059847874,1,2.9193896394859915,1,0,27.015182743846612,1,0,3,4.88576604349524,1
12852,18.96300112254327,0,6.145385900446596,0,0,21.636947832630142,0,0,1,8.914080586312995,1
12853,22.958821018180256,1,5.025611781694362,0,1,23.10258808191092,1,0,0,4.669845220526205,0
12854,25.0,3,1.0190761142500664,0,1,2.644978033978366,1,1,0,6.256065298454228,0
12855,19.127590977547335,1,8.0,2,1,14.772845329550927,1,3,1,5.072763678206028,1
12856,19.124605752951048,2,6.979710248859354,1,0,6.419520678606922,1,2,2,6.677103508649667,1
12857,25.0,1,4.099636639720656,1,1,4.660224569416456,1,1,0,6.937507904899279,0
12858,19.052878140038178,0,3.848225680034742,0,0,7.63770824732968,1,3,1,8.690975221509156,0
12859,23.901675949577708,0,3.024321727788574,1,1,1.5880667265031172,1,3,2,8.150339386655135,1
12860,24.92809632602701,0,1.8948050319487695,0,1,22.328629965797433,0,3,1,8.59311290400571,1
12861,23.05178082108158,1,2.984616029264279,0,0,18.82974406964018,1,1,3,7.4897955111062595,1
12862,20.94798989176559,3,8.0,2,1,14.03106685053572,1,0,3,9.05522693107645,0
12863,21.005435008403992,4,3.100808763140384,1,0,3.919242505468646,1,2,1,8.764887838956637,0
12864,20.003142158711086,0,3.798125170278661,1,0,9.6545752641938,0,1,0,6.600197684747001,0
12865,19.085070718237876,2,5.019864985075904,0,0,14.379820894103617,1,0,3,9.15216444810825,0
12866,24.01157435882412,2,2.0042759001964323,0,1,0.8749478638569519,1,2,1,7.286836797264509,0
12867,18.97479999885142,4,2.9704900851298746,2,0,9.224439515638814,1,2,0,8.419124272636894,0
12868,22.86937809361101,2,5.0767611729588795,0,1,12.279302944891086,0,3,1,9.903190221447549,0
12869,24.951526260335786,3,5.008243666401587,2,0,7.74960987795063,1,1,1,4.973329312092053,0
12870,19.99079333123399,1,6.995355464307633,2,0,20.05089605775621,0,0,2,7.277977743931825,1
12871,24.013359183604653,0,7.1390757348634795,2,0,14.488183383847373,0,0,0,7.845412778527897,0
12872,19.196494026940705,2,4.022481207383873,1,0,12.850660789452323,1,3,1,7.553679781157254,0
12873,19.818178234112235,4,8.0,1,1,22.837997420790597,0,1,1,9.841559276365611,1
12874,23.892248066180727,1,7.065623935288449,0,0,10.20774330785315,0,2,2,9.477923554087125,1
12875,23.853194764362982,3,4.8607587867781445,1,0,12.49146896970454,0,0,0,5.880926848779483,0
12876,18.0,2,4.099143474415281,0,0,3.401906720347579,0,0,3,4.28999060936189,0
12877,18.16551969744148,1,8.0,2,0,2.0563176258808826,1,2,3,6.528228545252417,0
12878,22.158700912325386,2,4.989278743729266,1,1,12.006555159539813,0,0,3,7.677337304466154,0
12879,18.034421368791985,0,3.0542360280908025,0,1,16.392977601794502,1,2,1,8.304321354519946,1
12880,23.088280497159165,3,3.0956949087136167,2,1,19.254745628712676,1,1,1,7.321507658373754,1
12881,24.958499844517235,2,4.6901204465336415,2,1,19.090917120964633,1,1,0,6.135501337244061,0
12882,23.08044571566461,3,4.16528728499382,0,0,6.171205254009142,0,2,3,9.374786302049207,0
12883,24.956004579547944,0,1.0,2,1,17.311319578055162,1,2,3,4.357409701603063,0
12884,18.0,4,3.9597395247888088,2,0,6.1041931994013785,0,0,0,5.244832227293143,0
12885,24.12216779277943,1,1.0,2,0,7.210986661032161,0,0,3,5.832115097557643,0
12886,24.878789782307134,4,1.7568277055899104,1,0,26.34981642227288,1,2,0,5.170989796995454,0
12887,18.0,3,8.0,0,0,12.820688640921844,0,2,0,9.59214352594764,0
12888,22.91866752589176,1,2.008986243627783,1,1,18.004582860004096,1,3,2,9.575006034010519,1
12889,21.982828071607187,4,3.9643811245194454,1,0,22.536404127798605,1,1,3,8.12417588350409,0
12890,18.01029928152649,2,5.027101541263325,0,1,20.255572628330196,0,0,1,7.561359158063523,1
12891,19.265784313978422,4,6.0628009402281,1,1,4.203325385260282,0,2,2,8.144143635126051,1
12892,18.180581539317224,0,6.844530128557896,0,1,21.9258990581671,1,1,0,7.150909038155057,0
12893,18.012197875880695,0,1.0,1,0,20.39322183306392,0,2,0,7.886759911102954,0
12894,24.98697701724393,1,2.928783866638815,2,0,10.943163795199533,1,1,2,4.957945716497482,1
12895,19.13006920793363,0,2.941002363998525,2,0,12.675875440459384,0,2,0,5.5999056339093425,0
12896,21.919329551594515,3,4.021833827622145,0,1,5.898504780858587,1,3,1,4.9328916785961585,0
12897,24.958793424468467,0,1.0178394968574136,2,1,22.618958767071696,0,3,1,8.865804173431204,1
12898,19.996552673982507,1,3.9999820377470288,2,0,16.376552318007768,0,2,3,7.638893178164248,1
12899,25.0,2,7.0127992344083685,1,1,23.764473967834356,0,2,1,7.866477253641229,1
12900,22.93928206578299,2,6.9289163373143605,1,1,24.74211536819088,0,2,2,5.379161206290027,1
12901,22.910285116271982,2,4.087652825834731,1,1,1.693148444435108,1,2,0,6.4388910186753465,0
12902,19.074670077303974,4,2.005837646424455,2,0,3.012227632719793,0,3,3,4.127794003383295,0
12903,23.833230434606484,2,7.081979822730159,0,0,19.89907381412242,0,0,1,8.589774089357864,1
12904,20.09160768050085,1,3.0761694515552485,1,0,18.271093105352055,0,0,1,4.986569105834285,1
12905,22.944807129784405,3,1.189596195468057,1,0,22.90291285678446,0,0,2,6.499034011751564,1
12906,23.8662053301334,0,8.0,2,1,15.466614825318546,0,2,3,4.394639619389502,0
12907,18.02421384704807,3,6.977758196594654,1,1,3.6257366638392865,1,0,1,6.320527189523397,0
12908,21.269704846565666,0,2.0495557506261215,2,1,16.470605269400043,1,2,2,5.712311209350394,1
12909,18.048452235380072,3,6.928264566414333,1,0,4.901022176275901,1,1,2,5.0123132100245655,1
12910,20.86859617807574,3,5.024924247481865,1,1,10.177696576053815,1,2,3,7.641212944333769,0
12911,22.12241125495961,4,3.8095299041003003,2,0,0.5,1,3,0,4.9771093912185425,0
12912,21.61181552566144,0,5.025166708515355,2,1,15.227914305984557,1,2,3,7.9412585064973955,0
12913,18.099574902134943,1,2.8782403576037345,1,1,12.121721810498597,1,3,0,9.763858544274559,0
12914,22.966559714077754,2,5.941846375790338,1,0,15.572764268819709,1,3,0,6.007234678063926,0
12915,18.065755455757962,4,7.09296111173712,2,1,15.91407262176729,0,2,2,5.168722341388911,1
12916,21.08947810471876,2,6.088263159866867,2,0,21.207925998834856,1,0,1,7.438381528149394,1
12917,24.88750875683615,4,1.0,2,0,15.379702215387463,1,2,2,4.47243735552691,1
12918,20.876368997226947,0,8.0,1,0,30.0,0,3,1,8.183240636472872,1
12919,23.988501249414423,2,2.0402300411585976,0,1,27.3257034061046,1,2,0,4.501464626157564,0
12920,24.995187322301124,3,6.998747737445437,0,1,11.956445631010665,1,3,0,4.180622688203812,0
12921,21.04655433216509,2,7.96686092188993,0,1,15.990176634444651,0,3,2,6.849699359570839,1
12922,18.25917435119005,3,4.253499702680272,0,0,15.013991050148313,0,0,2,4.11676498517843,1
12923,18.98105160802052,4,6.959882469392228,2,0,23.72882288456566,0,2,1,8.885586550312173,1
12924,20.996308221459564,0,5.8296684342954705,0,1,3.485556746487542,0,1,2,5.867424766301865,1
12925,22.941448560767025,0,4.094426830908718,1,1,8.147079375528437,1,3,3,7.069275128208778,0
12926,23.126898358448546,1,1.0256934951752221,1,1,23.881119978133018,0,1,0,8.524651812938579,0
12927,23.076429553539796,0,2.062347174530124,0,0,11.747134991574896,1,3,1,9.455933918626508,0
12928,21.113204109691733,3,3.0963212499538004,1,1,8.872627447077937,0,0,2,4.0,1
12929,25.0,0,1.0,2,0,23.611016865083023,0,3,0,8.787672129002859,0
12930,24.940593982816463,4,6.938757508408545,0,0,20.129165220222497,1,3,1,7.248802305740129,1
12931,19.067354538845798,0,3.1406075705687146,0,1,6.569361185049927,1,3,1,4.636005387115378,0
12932,24.018618300219575,0,4.170539948030567,0,0,25.966280811148913,1,1,0,7.011479917413565,0
12933,22.00039661498574,1,1.987793689452545,0,1,29.002892258069384,0,0,3,8.14905286475141,0
12934,19.98405054663487,1,3.051158064347356,2,0,24.22716323269415,1,3,1,8.671380314619032,1
12935,18.790970340665318,2,5.973652034956674,1,1,16.659523526185044,1,1,1,9.707624950810828,1
12936,21.85433840944354,1,7.847831456939081,0,1,6.645720936332698,0,0,2,9.373362325821043,1
12937,22.107080627402194,4,1.8496177118722563,2,1,0.5,1,2,0,7.2269685481732235,0
12938,22.009344181111942,4,7.922258736005963,1,1,21.375095177796585,0,1,1,7.6296344142910355,1
12939,20.02170441288973,3,6.17354773646859,1,0,2.3191026466978313,1,2,0,5.630261305254633,0
12940,22.949025339852785,3,7.971437855818035,0,1,16.440733869052945,0,2,1,6.414263750819984,1
12941,19.045549114625675,1,6.917523299232464,0,1,4.233988716787596,0,3,3,5.461519961739702,0
12942,23.987888797044107,4,6.966403577048088,1,1,1.1360027627431157,0,2,1,8.871025258695655,0
12943,18.0,2,1.06803210080727,1,1,2.0556993779254498,1,2,1,5.188549576888049,0
12944,20.038361523954766,4,8.0,1,1,5.542514922404035,0,0,2,4.8933570766104815,1
12945,23.96816490388521,0,3.876766337147391,1,1,7.829306560955126,1,0,3,7.8673057440425715,0
12946,18.81775898970073,1,2.0819968031662577,1,0,5.975091664455791,1,3,0,6.941879019253178,0
12947,20.77374064872537,2,1.0,0,1,29.868257240026942,0,3,1,8.557300792721298,1
12948,18.027095032881817,3,8.0,2,0,26.073706215229166,1,3,0,6.257476676922851,0
12949,22.00536796748265,4,5.960198894102075,1,1,14.321295452470336,0,3,0,6.45242453046567,0
12950,18.078444427528588,1,1.0,2,0,23.829274874030972,1,3,3,7.610002594193748,1
12951,24.94469375682448,4,4.942233553963143,0,0,16.151251039041014,0,3,2,7.155423785491401,1
12952,18.897817835426196,1,2.054492742517612,0,1,9.526985028186827,1,0,1,9.231751069524089,0
12953,20.746025794045362,4,1.95102767472838,1,0,18.948877913130552,1,1,0,4.888190468473899,0
12954,20.7318949419466,2,4.728243574684817,0,0,12.910150745696491,1,2,1,6.109211014592234,0
12955,21.934562938131428,0,3.805903450365251,2,1,14.062754304296005,1,0,3,5.345389781478596,0
12956,18.85135503986554,3,2.2319639929842876,2,0,18.44675030602646,0,1,1,7.432765165492108,1
12957,24.17611177295931,3,2.980792292635547,2,1,6.422356595518097,1,2,2,7.149965490076939,1
12958,25.0,4,7.0825662111389045,2,1,26.334602626890458,1,0,0,6.254743894845627,0
12959,20.86933164625167,4,5.0547858181531815,1,1,18.10417024808232,1,3,2,9.887244694310233,1
12960,21.062917694107046,1,8.0,2,0,8.82591917096262,0,3,3,9.471415814125512,1
12961,24.90252409267474,1,3.9560068234886185,2,0,17.876009299525276,1,3,1,9.840043011184058,1
12962,19.072337249973806,0,6.065696821267887,1,0,21.661880539484585,1,1,0,5.923612671657425,0
12963,25.0,1,7.954603006959806,0,0,19.501577791390254,1,2,1,4.830201776883887,1
12964,20.01933012239549,0,1.1059786190952279,2,0,6.243931823152857,1,2,2,6.295018033748907,1
12965,18.086200956192485,4,6.929641996304676,2,1,12.367094243197167,1,1,3,5.846367183914422,0
12966,19.861230646244984,1,3.982693766804934,1,0,16.056365717611623,1,2,0,6.335166500201794,1
12967,24.996939530160617,1,1.0,0,1,6.616050816148904,0,2,0,8.23277549821308,0
12968,22.21633180300623,3,1.8699214785076326,2,1,18.08119750104819,0,3,0,7.203790464726868,0
12969,19.046692883687726,3,4.90192975085895,2,0,20.757197714166082,1,1,0,4.0,0
12970,19.71415227202443,0,6.209994724734512,1,0,10.167323944001936,1,1,2,4.170657269331281,1
12971,24.903606725637395,3,4.74244240115466,1,1,16.668445042630527,0,0,0,8.865185291456703,0
12972,20.106426361343882,2,4.059414107354169,2,1,5.84979919379357,0,0,1,6.4325054975467975,0
12973,21.059089104082158,1,4.889072195745339,0,1,9.181564448421888,1,0,1,8.480842425330838,0
12974,22.074571849648535,3,2.9027758909276025,2,0,20.888909604089235,1,2,3,4.302505359993027,0
12975,18.087438327992466,1,2.958753779219777,1,1,20.37517468890563,0,2,0,6.579935557140328,0
12976,23.051835191363104,0,1.9114550905341254,0,1,3.2742892424752803,1,3,0,9.106743035255612,0
12977,23.06777089319044,3,8.0,1,1,2.341426392717433,1,0,1,9.364577011429544,0
12978,23.881639331267486,4,7.903168574751191,2,0,0.5,0,1,1,4.332261302612699,0
12979,22.86389757400492,3,8.0,1,0,2.449869673631458,0,2,0,9.567854037625743,0
12980,21.92642949068145,0,4.929097799624605,0,0,8.154441588021363,1,2,0,4.4296613766571085,0
12981,20.101222330320358,3,1.3575208184164853,2,1,3.376034325114694,0,3,0,8.601018543362969,0
12982,18.093989233931744,4,7.937452620334126,1,1,26.60112752281219,1,1,1,9.385551546460457,1
12983,20.104313646540277,3,3.0859979544116793,1,1,12.90700159953182,0,0,2,4.376684313646008,1
12984,21.84919206767185,2,5.055484946608058,2,0,7.015053094149054,0,1,3,4.53404676292025,0
12985,22.03857981619478,2,6.896090224474663,1,1,20.843714749176133,0,2,0,7.967551079354313,0
12986,18.908448781722104,2,4.093471106591599,2,0,21.824559768451877,1,0,2,7.96457912574716,1
12987,20.99064582850734,4,6.9311043070020135,0,1,26.906384328231315,1,1,0,9.22176968407616,0
12988,25.0,4,7.915657566571452,0,1,28.50641612517777,0,0,1,9.57267329387365,1
12989,19.83684298337445,0,5.969751787065105,2,0,19.071114410547633,0,1,0,5.453492742400866,0
12990,21.031579887725123,4,1.0,2,0,25.98642047205654,0,2,2,6.164497182046589,1
12991,22.060325904356976,3,6.896537019944732,1,1,7.3220320654430875,1,0,2,9.434631628106255,1
12992,21.092588627191418,1,8.0,2,1,14.851590767942772,1,2,2,4.362443277174846,1
12993,18.0,2,2.926082820841692,1,1,15.164179029762092,1,3,0,9.415160358783675,0
12994,21.743796348443215,4,4.830385387456373,1,0,14.999074954265879,0,3,1,6.364438722646772,1
12995,22.92082339134254,3,5.022842606676255,1,1,19.494500305756382,1,0,2,8.923571258980171,1
12996,23.823801607859476,3,8.0,0,0,21.30910141382223,1,2,0,7.175658097723444,0
12997,18.0952582392249,3,3.9246475784529338,2,1,23.176908551596775,0,3,3,4.0,0
12998,21.908063434865987,0,2.0349132859229,0,1,27.40474924651006,1,2,2,8.061548453567895,1
12999,25.0,4,5.072201098334162,0,0,24.18735700809522,1,3,1,6.092669552903679,1
13000,24.136743077339943,3,1.9418398756073898,0,1,1.802235669317584,0,2,2,6.690250183868787,1
13001,19.943799162507716,3,6.0656657654811506,2,0,22.107476652106122,1,0,1,5.956131125651276,1
13002,20.925530980579968,0,5.083925134341896,1,1,13.338268387468926,0,2,0,7.584029496750977,0
13003,25.0,4,4.001690803682681,0,0,18.090752760964723,0,0,2,7.958963527313183,1
13004,18.024873378408824,4,3.894161824547879,2,0,23.774107962148847,0,3,1,9.180574582745658,1
13005,18.928419893393027,3,1.0393197844324085,1,1,21.243349442576818,1,2,3,7.559321536492444,0
13006,22.048908042745104,1,7.031425589330428,2,1,28.72427518436671,1,3,1,5.485815997060638,1
13007,18.836102117072176,4,8.0,0,1,14.362217249742406,1,1,2,4.529668980790179,1
13008,23.06168200688756,0,7.956425687314976,0,1,22.048101419164958,0,1,3,7.603690647305728,0
13009,22.06397927272035,2,8.0,2,1,1.4012890022672164,0,0,0,7.335239631787718,0
13010,24.067337771932944,2,3.9721135250483077,2,0,28.219757086900326,0,0,1,6.151531879774945,1
13011,18.0,1,7.081782938620275,2,0,6.9553439850514795,1,2,3,8.773673863181978,0
13012,20.856251139438683,4,5.980557591025644,1,1,2.145050945720263,1,3,1,8.898340704015812,0
13013,20.98683611855969,2,1.9864125708684892,2,1,22.985125691350333,1,1,3,5.253587235643389,0
13014,21.143892878696796,2,4.967800505076047,1,1,1.942308518838165,0,3,0,4.188223412623465,0
13015,18.976099259916843,1,7.916136291794581,1,1,2.5918286659687557,1,1,0,6.421642595358974,0
13016,18.128360030348308,2,6.003631293549463,0,0,12.268075324443954,1,1,3,8.34635419391602,0
13017,23.95463395130743,1,7.9942883515533705,0,1,20.939395045840275,0,1,3,8.867057922611918,0
13018,19.107792583330173,3,3.9496118067953607,0,0,1.5138723695688343,0,3,0,5.320046860045879,0
13019,24.967214951832133,1,6.053838487834235,0,1,9.205914011468783,0,0,3,8.019531775795004,0
13020,18.0,1,7.750471601077791,0,1,0.9977753780419623,1,3,1,4.498049409234004,0
13021,22.32165796072964,3,6.961246236553243,0,0,23.05857158300118,0,2,0,4.375243783499721,0
13022,20.890448148619118,3,3.956602521178198,1,0,3.711397999032349,0,1,0,4.6048668557385675,0
13023,23.01748427418538,4,4.948148011759825,0,1,6.886306746848975,1,1,3,5.378328017740991,0
13024,20.104672913432132,1,7.040104134774306,0,0,4.225626348068066,0,1,1,6.4905938008345165,1
13025,18.218845970671364,1,1.0574775230672848,1,1,17.853000043643803,1,1,0,10.0,0
13026,22.134597842127853,2,1.8309274434570404,0,1,14.24514996685576,1,3,0,7.224018068497606,0
13027,21.784483675043717,2,5.088219944190872,0,1,10.88236991364497,0,0,0,4.361386064843804,0
13028,20.964582667853584,0,6.019643617847199,1,1,26.452239019283706,0,2,1,8.945787542114912,1
13029,19.142593370832753,3,5.9082369524909915,0,1,6.641521267857488,0,3,1,5.197732022799427,0
13030,23.836117815754438,0,6.869274765856015,2,0,16.77398264333652,1,3,3,8.192409354721427,0
13031,18.027158735623775,2,1.1052745409706812,0,0,2.7893201326311097,1,2,3,5.464096752544474,0
13032,19.718643390190962,4,8.0,1,1,10.731564409745298,0,3,3,7.522183154528909,0
13033,22.09127364235543,0,1.9041857354073117,0,0,13.313202117757587,1,2,2,6.054367076969743,1
13034,19.05126633673333,1,7.103948332970451,0,1,21.12416995953875,1,3,1,8.793192841356115,1
13035,20.998436791246526,0,6.099786837834043,0,0,5.4290042910532135,1,0,0,6.110213134334955,0
13036,21.86167841706224,2,2.8543342588651526,0,1,7.783513553133129,0,2,2,4.985664986026667,1
13037,22.05084806116843,4,5.165063475888891,2,0,11.577295041181307,0,1,3,7.253429409732001,0
13038,25.0,0,3.861273211471876,0,0,1.292150353795222,1,0,0,4.325472901012786,0
13039,20.03747947942507,0,3.0278774223310108,1,1,9.114967697411279,1,0,3,4.0,0
13040,23.04151380210559,1,6.97717088473512,0,0,24.876781002171516,0,2,0,6.4041603266305,1
13041,20.115531588851642,3,1.021232146596392,1,1,9.909089592104966,1,3,0,8.746630204748678,0
13042,22.992705691225648,1,7.174823323321396,0,0,24.29522437053703,0,1,2,4.568531094438485,1
13043,19.076259664274207,0,1.021712441134569,1,1,3.4222768902441363,1,1,2,4.0,1
13044,23.938906080395633,4,7.8790527163113495,2,1,23.55578958129452,1,2,3,9.579802000743584,0
13045,20.132608359128056,3,1.9904898812259721,1,0,7.469252856287375,0,1,3,9.876478200376598,0
13046,22.928961330556582,3,4.931058400580481,0,1,13.765219216156765,1,0,0,9.075447749179684,0
13047,18.803555651536637,2,1.9979094329593368,2,0,21.168011022993763,1,3,2,7.4288432163531315,1
13048,19.223253461536476,4,7.988138143275335,1,1,26.405990884838957,1,2,1,7.999945395319,1
13049,18.873941207135307,2,4.12725687279963,1,1,23.44124433424591,1,2,3,7.00999898364272,0
13050,19.12753730460287,4,7.146757737974973,0,0,11.767137644453523,1,2,0,7.954033928905116,0
13051,18.154222086629826,3,8.0,2,0,4.7709517931177,0,3,0,7.6610612538923,0
13052,22.949733846102237,2,3.1680611973860415,0,0,21.376367862699386,0,2,1,6.037244675011863,1
13053,19.820935103265164,3,3.015788681190262,0,0,27.13710403062245,0,0,0,9.385054742536969,0
13054,22.01851588979528,1,7.122053676134916,2,0,15.323196477958376,0,3,1,8.173647745787488,1
13055,20.892309127794,0,1.7953587197502272,1,1,11.80526143013671,0,1,2,8.913406639124428,1
13056,21.90029078504681,2,1.0,1,0,23.185844467301106,0,2,1,4.793598239963144,1
13057,20.974571842549306,1,7.173262154098052,1,0,17.828429822036703,0,0,0,7.465755907894967,1
13058,23.983898925977897,3,5.1579676010547235,2,1,12.4938485885227,1,1,2,5.939547005144644,1
13059,22.9248285121126,4,7.903711438112534,2,1,15.591604179447584,1,0,3,8.063836569836885,0
13060,20.046586751744822,1,2.8961138163707334,1,1,29.855819571181218,0,2,1,5.414759819000217,1
13061,19.073554743577894,0,2.976392086638002,0,1,6.786628450393752,1,3,1,4.571332572673053,0
13062,20.740774468470523,2,1.0,2,0,18.979308336203996,1,1,3,5.208999732043414,0
13063,20.021045821545695,1,3.141947397056107,0,0,0.5,1,3,0,9.444112634175413,0
13064,25.0,4,5.045042987401671,1,1,12.31293526814864,0,0,0,9.853719954928634,0
13065,21.077827882960825,4,6.8616227697688235,2,0,6.46368194822404,1,1,2,9.366235333452586,1
13066,18.842783900663807,4,2.887891217888367,1,1,11.411585376505618,0,2,2,7.570064387053787,1
13067,23.957379523466084,0,7.845900987532509,0,1,25.452206542724902,0,2,1,4.537524037760439,1
13068,22.783957461140467,1,4.094062749979974,1,0,11.843135859489172,1,0,1,4.701857869599792,1
13069,18.88390984221861,4,7.056011635049257,2,0,25.92163771376367,1,1,0,5.1214837086583636,0
13070,23.81246084178791,2,8.0,1,0,11.955862404436475,0,3,1,6.753852642558421,0
13071,21.813153454574206,0,8.0,2,0,26.021918209877363,1,2,1,9.206807523575417,1
13072,25.0,4,2.020340207331217,2,0,30.0,1,3,1,9.814090220789891,1
13073,23.043187049505406,3,1.0,0,0,21.928290946450534,1,3,3,8.654045752612799,0
13074,19.13442946136453,4,1.934605885486815,0,1,8.730553500008382,0,3,3,5.1370758873928555,0
13075,18.79653576646491,1,6.9609417738885915,2,0,22.160765887396735,0,3,1,6.727196573292023,1
13076,18.0,0,4.081931025589189,0,0,3.6391731645914036,1,0,1,5.791603120427937,0
13077,18.0,0,1.8290811103431983,1,0,5.148146409070297,0,1,3,7.148206884364587,0
13078,23.831184566560843,2,7.002816813463344,2,0,19.451135114200916,0,1,3,5.908318314967538,0
13079,21.830702693331062,0,1.8956866767049958,0,0,23.464286603769306,1,3,1,7.868706600361128,1
13080,22.88822685562017,3,7.00307486398777,1,1,28.958257993159076,1,3,1,4.469004780113447,1
13081,23.179328780708914,1,4.956499937593699,1,1,5.355649872656332,1,0,0,8.37970927923666,0
13082,18.034590968857085,2,3.8155853696741726,0,1,8.856737549106974,1,2,3,6.735737209604442,0
13083,18.91850504725661,0,8.0,2,0,9.718809621087324,0,3,2,4.65090161252063,1
13084,23.951854539544893,1,5.175337766076732,0,1,9.978700190895221,0,2,2,5.884661101110776,1
13085,19.907746185835663,4,3.9771815841098315,2,0,22.78449446354784,1,2,3,6.720953716837127,0
13086,18.055175791030372,2,3.8995819043725186,1,1,21.531049321161777,1,2,0,5.108930692799837,0
13087,22.002719121632754,4,1.1929290504188537,1,1,17.200782589014487,0,0,2,6.6091554447220515,1
13088,20.122115304181346,1,1.9165035612132575,1,0,16.646075412221467,0,2,2,6.615418788400406,1
13089,23.954935972537296,1,1.0,1,0,15.628344940501055,1,0,3,6.556033311390254,1
13090,18.997179521329087,4,7.002127247079433,2,0,4.0901125271902705,1,1,1,5.131895900600219,0
13091,18.0,3,6.8908262289642135,2,1,25.229743150548682,0,1,3,5.421792741237532,0
13092,18.172169623017957,3,4.116076041106016,0,0,21.97449020279328,0,0,0,7.355945573815959,0
13093,18.076478734011584,1,2.1351755946060864,0,1,15.867078140043317,0,0,3,8.471041466729668,0
13094,24.833171121246068,2,3.846443210451779,0,1,23.740928347131504,1,3,1,8.710077377118065,1
13095,21.00920742986872,4,1.8601272085821416,1,0,19.002699779223768,1,1,0,4.963380024651386,0
13096,19.96454638469246,0,5.866860250087045,0,1,8.64245121068334,0,0,3,9.769489155660608,0
13097,20.188344725014716,1,3.0070658580337635,2,1,6.305013276409467,0,3,2,7.618952412279669,1
13098,21.10707857055042,0,5.121828471316138,2,0,29.138560564622555,1,2,1,8.76586812824462,1
13099,18.0,3,7.0364610619570165,1,1,27.48089511158295,0,2,3,6.240827103667791,0
13100,18.019144756484785,0,8.0,1,1,28.084394627084734,1,0,1,8.060944457708958,1
13101,20.053625568735878,1,7.006233637162596,1,1,1.503162848775788,0,0,2,6.359543956741646,1
13102,18.883167619992093,0,6.138563066315085,2,1,27.194179853793415,1,2,0,4.1008058902977975,0
13103,21.120288109689575,2,5.226400791235571,1,0,13.476630124578339,0,0,0,4.643577891850418,0
13104,20.971864709543127,0,7.856412098370179,1,0,28.456503672118778,1,1,3,4.962675324867692,0
13105,24.94351999789146,2,5.029123571146926,2,0,7.141110925984529,1,2,2,6.624510296523847,1
13106,22.969093164676426,3,7.877386235514121,1,1,21.168999865018627,0,1,0,8.337158621051444,0
13107,21.891452437621695,1,4.128961730670518,2,0,26.979720614174358,0,1,0,6.422278947584134,1
13108,25.0,2,1.0,1,1,6.340236454653602,0,0,1,6.129944918231307,0
13109,21.93689889220622,2,4.871458233783703,2,1,23.176713372065358,1,0,1,6.803242954391405,1
13110,23.12666454160679,0,5.8151906900165935,1,1,25.79000933173374,0,0,0,6.5465140365388255,0
13111,19.03398161733629,3,2.87887921338709,2,1,1.7883313735635427,0,2,2,7.405274381026414,1
13112,24.981926137821517,3,3.9033916822364287,1,1,19.477028105960876,0,3,0,6.3508354239006035,0
13113,19.149745302145455,4,2.885186547322264,2,0,15.34167220201569,1,1,2,6.826913736800472,1
13114,24.97810610569973,2,4.049596609491418,2,0,4.107456459642393,0,0,2,7.08740419959572,1
13115,24.79485235821051,1,4.071220377521611,1,1,4.885449409339458,1,1,0,6.839978684136139,0
13116,19.98658751338861,4,5.081917544904826,1,1,12.208249923534291,0,1,0,4.483139522249127,0
13117,19.23954102069382,1,3.8141177792327876,1,0,14.653687564882198,1,1,0,8.391803675440595,1
